date,R_t-estimate,school_closing,cancel_public_events,restrictions_on_gatherings,internationaltravel,temperature,windspeed,full_vaccination,visible,new_deaths
2021/2/19,0.83,1,1,1,4,60.7,12.4,0,7.3,66
2021/2/20,0.62,1,1,1,4,46.5,14.6,0,9.5,78
2021/2/21,0.47,1,1,1,4,42.6,18.6,0,8.2,47
2021/2/22,0.5,1,1,1,4,46.6,15.5,0.01,4.6,56
2021/2/23,0.69,1,1,1,4,46.6,12.4,0.01,6.7,54
2021/2/24,0.94,1,1,1,4,40.1,16,0.01,5.6,69
2021/2/25,1.09,1,1,1,4,46.5,13.8,0.02,4.2,74
2021/2/26,1.07,1,1,1,4,57.9,12.9,0.02,8.4,80
2021/2/27,0.92,1,1,1,4,51.4,11.7,0.02,12.7,41
2021/2/28,0.91,1,1,1,4,44.5,18.6,0.02,5.7,30
2021/3/1,0.92,1,1,1,4,51.3,10.7,0.03,4.2,51
2021/3/2,1.06,1,1,1,4,53.8,7.5,0.03,3,65
2021/3/3,0.97,1,1,1,4,55,12.9,0.03,5.8,63
2021/3/4,1.17,1,1,1,4,45,10.1,0.03,4.7,67
2021/3/5,1.04,1,1,1,4,44.2,8,0.04,5.3,55
2021/3/6,1,1,1,1,4,51.1,10.7,0.04,3.5,6
2021/3/7,1.02,1,1,1,4,51.5,15.1,0.04,6.6,59
2021/3/8,1.15,1,1,1,4,51.8,14.6,0.06,4.6,46
2021/3/9,1.25,1,1,1,4,56.2,7.4,0.09,4,58
2021/3/10,1.39,1,1,1,4,51.8,6.7,0.12,7.4,53
2021/3/11,1.14,1,1,1,4,53.9,17.8,0.14,10.9,45
2021/3/12,1.04,1,1,1,4,55.2,20,0.18,5.8,58
2021/3/13,0.83,1,1,1,4,59.7,12.9,0.18,7.2,51
2021/3/14,0.81,1,1,1,4,54.4,13.3,0.18,6.4,21
2021/3/15,0.96,1,1,1,4,55.4,11.9,0.23,5,38
2021/3/16,1.23,1,1,1,4,55.6,12.9,0.28,4.7,57
2021/3/17,1.46,1,1,1,4,59.4,10.7,0.35,3.9,36
2021/3/18,1.43,1,1,1,4,61.2,8.1,0.4,11.6,32
2021/3/19,1.17,1,1,1,4,50.4,14.6,0.46,5.6,33
2021/3/20,0.94,1,1,1,4,52.3,15.1,0.46,5.4,19
2021/3/21,0.91,1,1,1,4,59.7,13.3,0.46,7.6,19
2021/3/22,1.13,1,1,1,4,57,10.2,0.52,5.1,36
2021/3/23,1.44,1,1,1,4,57,12,0.55,6.8,51
2021/3/24,1.64,1,1,1,4,59.9,9.8,0.59,6.9,21
2021/3/25,1.62,1,1,1,4,61.3,4.8,0.61,8.7,27
2021/3/26,1.35,1,1,1,4,63.7,11.1,0.65,4.4,33
2021/3/27,1.1,1,1,1,4,64.8,6.7,0.65,5.2,32
2021/3/28,1.1,1,1,1,4,63.4,8,0.65,6.2,29
2021/3/29,1.26,1,1,1,4,61.4,7.5,0.71,5.4,29
2021/3/30,1.48,1,1,1,4,60.7,11.5,0.75,4.1,33
2021/3/31,1.58,1,1,1,4,64.3,10.7,0.8,6.4,43
2021/4/1,1.51,1,1,1,4,64.4,8,0.83,7.7,18
2021/4/2,1.21,1,1,1,4,50.7,9.6,0.87,6.5,18
2021/4/3,0.95,1,1,1,4,51.9,12.9,0.87,5.4,7
2021/4/4,0.92,1,1,1,4,57,15.1,0.87,5.1,12
2021/4/5,1.13,1,1,1,4,54.7,14.2,0.95,6.5,19
2021/4/6,1.39,1,1,1,4,52.5,15.1,1.02,5.9,22
