date,R_t-estimate,school_closing,cancel_public_events,restrictions_on_gatherings,internationaltravel,temperature,windspeed,full_vaccination,visible,new_deaths
2020/5/20,1.41,3,2,4,4,92.9,6,0,2.1,132
2020/5/21,1.39,3,2,4,4,94.6,4.7,0,2.4,150
2020/5/22,1.34,3,2,4,4,97.9,2.8,0,2.4,142
2020/5/23,1.23,3,2,4,4,100.2,5.6,0,2.1,142
2020/5/24,1.18,3,2,4,4,100.3,5.4,0,2.2,156
2020/5/25,1.13,3,2,4,4,99,4.2,0,2.6,148
2020/5/26,1.14,3,2,4,4,101.2,5.7,0,2.4,172
2020/5/27,1.2,3,2,4,4,100.5,7,0,2.4,190
2020/5/28,1.27,3,2,4,4,90.1,9.7,0,1.9,177
2020/5/29,1.3,3,2,4,4,84,7.6,0,1.7,269
2020/5/30,1.29,3,2,4,4,83,7.2,0,2.1,205
2020/5/31,1.25,3,2,4,4,77.9,5.2,0,2.3,223
2020/6/1,1.24,3,2,4,4,85.3,1.5,0,2.4,200
2020/6/2,1.23,3,2,4,4,87.9,4,0,2.4,221
2020/6/3,1.24,3,2,4,4,88.5,3,0,2.1,259
2020/6/4,1.25,3,2,4,4,83.5,3.5,0,1.5,275
2020/6/5,1.2,3,2,4,4,84.3,4.7,0,1.9,286
2020/6/6,1.14,3,2,4,4,87,4.1,0,2.1,297
2020/6/7,1.08,3,2,4,4,84.5,4.2,0,1.8,261
2020/6/8,1.06,3,2,4,4,90.7,4,0,2,266
2020/6/9,1.1,3,2,4,4,95.8,3.5,0,2.1,277
2020/6/10,1.15,3,2,4,4,93.3,3.1,0,2.1,352
2020/6/11,1.19,3,2,4,4,95.3,3.6,0,2.1,396
2020/6/12,1.2,3,2,4,4,96.2,4.9,0,1.8,386
2020/6/13,1.13,3,2,4,4,89.6,4.5,0,1.7,311
2020/6/14,1.1,3,2,4,4,94.7,3.9,0,1.9,325
2020/6/15,1.11,3,2,4,4,97.2,5.2,0,2.5,380
2020/6/16,1.18,3,2,4,4,96.4,5.8,0,2.3,2003
2020/6/17,1.28,3,2,4,4,95,7.3,0,2.4,334
2020/6/18,1.35,3,2,4,4,97.7,6.4,0,2.2,336
2020/6/19,1.36,3,2,4,4,96.9,6.9,0,1.7,375
2020/6/20,1.31,3,2,4,4,89.4,5.5,0,1.7,306
2020/6/21,1.25,3,2,4,4,89.2,4.9,0,1.7,445
2020/6/22,1.22,3,2,4,4,90.4,6,0,2.1,312
2020/6/23,1.23,3,2,4,4,90.5,7.9,0,2.2,465
2020/6/24,1.27,3,2,4,4,87.5,6.5,0,2.1,418
2020/6/25,1.3,3,2,4,4,89.5,3.2,0,1.9,407
2020/6/26,1.28,3,2,4,4,90.6,5.5,0,1.9,384
2020/6/27,1.21,3,2,4,4,94.3,7.1,0,1.8,410
2020/6/28,1.13,3,2,4,4,99,6.8,0,1.7,380
2020/6/29,1.09,3,2,4,4,92.9,7.3,0,1.8,418
2020/6/30,1.11,3,2,4,4,91.5,6.3,0,1.9,507
2020/7/1,1.2,3,2,4,4,93.5,5.1,0,1.8,434
2020/7/2,1.29,3,2,4,4,96.3,4.6,0,1.6,379
2020/7/3,1.31,3,2,4,4,93.8,6.1,0,1.9,442
